Recipient,Total,From Individuals,From Organization,Recipient Type,View
"Nez, Jonathan",55,55,0,Candidate (D-AZ02),Democrat
Voters First Victory Fund,54,54,0,Outside Group,Liberal
"Kleinmann, Matthew",54,54,0,Candidate (D-KS02),Democrat
"Collins, Kina",50,50,0,Candidate (D-IL07),Democrat
Gen-Democracy PAC,50,50,0,Outside Group,Liberal
"Hageman, Harriet",50,50,0,Candidate (R-WY01),Republican
"McConnell, Mitch",50,50,0,Candidate (R-KYS1),Republican
"Wilson, Eric",50,50,0,Candidate (D-WI03),Democrat
"Ehr, Phil",50,50,0,Candidate (D-FL28),Democrat
"Williams, Lily Tang",50,50,0,Candidate (R-NH02),Republican
"Hafif, Gregory",50,50,0,Candidate (D-CA31),Democrat
"Walker, Christopher",50,50,0,Candidate (R-WV02),Republican
"Abid, Zerqa",50,50,0,Candidate (D-OH15),Democrat
"Elder, Larry",46,46,0,Candidate (R-PRES),Republican
"Van Drew, Jeff",45,45,0,Candidate (R-NJ02),Republican
"O'brien, Michael",45,45,0,Candidate (D-PA10),Democrat
"Rashid, Qasim",45,45,0,Candidate (D-IL11),Democrat
"Pence, Mike",43,43,0,Candidate (R-PRES),Republican
Champion American Values,40,40,0,Carey,Republican
"McCorkle, Ike",40,40,0,Candidate (D-CO04),Democrat
Swing Left,40,40,0,Carey,Liberal
"Martin, Isaiah",40,40,0,Candidate (D-TX18),Democrat
Common Defense Action Fund,39,39,0,Carey,Liberal
"Riley, Josh",38,38,0,Candidate (D-NY19),Democrat
"Raskin, Jamie",35,35,0,Candidate (D-MD08),Democrat
"Gleich, Caroline",35,35,0,Candidate (D-UTS1),Democrat
"Cooke, Rebecca",34,34,0,Candidate (D-WI03),Democrat
"Burrows, John",32,32,0,Candidate (D-CA20),Democrat
Serve America PAC,30,30,0,LeadPAC,Democrat
Medicare for All PAC,26,26,0,LeadPAC,Democrat
"Budd, Ted",25,25,0,Candidate (R-NCS2),Republican
"Mehta, Leslie",25,25,0,Candidate (D-VA01),Democrat
Battleground New York,25,25,0,Outside Group,Liberal
"Jackson, Jeff",25,25,0,Candidate (D-NC14),Democrat
"Whitesides, George",25,25,0,Candidate (D-CA27),Democrat
"Harris, Shawn",25,25,0,Candidate (D-GA14),Democrat
"Castro, Joaquin",25,25,0,Candidate (D-TX20),Democrat
"Mannion, John",25,25,0,Candidate (D-NY22),Democrat
"Hook Dr., Kristin",25,25,0,Candidate (D-TX21),Democrat
API Pennsylvania Votes,25,25,0,Outside Group,Liberal
"Warner, Mark",25,25,0,Candidate (D-VAS2),Democrat
"Donalds, Byron",25,25,0,Candidate (R-FL19),Republican
"Balint, Becca",25,25,0,Candidate (D-VT01),Democrat
"Gillen, Laura",25,25,0,Candidate (D-NY04),Democrat
"Bynum, Janelle",25,25,0,Candidate (D-OR05),Democrat
"Shaheen, Jeanne",25,25,0,Candidate (D-NHS2),Democrat
Republican Party of California,25,25,0,Political Party,Republican
"Pressley, Ayanna",25,25,0,Candidate (D-MA07),Democrat
"Wilson, Tamie",25,25,0,Candidate (D-OH04),Democrat
"Hertel, Curtis",25,25,0,Candidate (D-MI07),Democrat
"Kinniebrew, Royce Mr",25,25,0,Candidate (D-MI12),Democrat
"Valimont, Gay",24,24,0,Candidate (D-FL01),Democrat
"Klacik, Kimberly",21,21,0,Candidate (R-MD02),Republican
"Kennedy, John",20,20,0,Candidate (R-LAS2),Republican
"Garcia, Robert",20,20,0,Candidate (D-CA42),Democrat
The Long Run PAC,20,20,0,LeadPAC,Democrat
"Deluzio, Christopher",19,19,0,Candidate (D-PA17),Democrat
"Hines, Bo",19,19,0,Candidate (R-NC06),Republican
"Flores, Mayra",18,18,0,Candidate (R-TX34),Republican
"Masters, Blake",16,16,0,Candidate (R-AZ08),Republican
"Flowers, Marcus",15,15,0,Candidate (D-GA13),Democrat
"Torres, Ritchie",15,15,0,Candidate (D-NY15),Democrat
"Klobuchar, Amy",13,13,0,Candidate (D-MNS2),Democrat
"Shankland, Katrina",13,13,0,Candidate (D-WI03),Democrat
Cedar Key Progress,11,11,0,Outside Group,Liberal
"Cotter, William",10,10,0,Candidate (I-NY01),Independent
"James, John",10,10,0,Candidate (R-MI10),Republican
"Cao, Hung",10,10,0,Candidate (R-VAS1),Republican
"Gilberry, Wallace",10,10,0,Candidate (R-AL02),Republican
"Kaplan, Anna",10,10,0,Candidate (D-NY03),Democrat
BlueWaveAmerica,10,10,0,Outside Group,Liberal
Democratic Turnout Project PAC,10,10,0,LeadPAC,Democrat
"Bennet, Michael",10,10,0,Candidate (D-COS1),Democrat
"Dziados, Christopher Ryan",10,10,0,Candidate (D-PA14),Democrat
"Hammer, Trygve",10,10,0,Candidate (D-ND01),Democrat
"Schultz, Debbie Wasserman",10,10,0,Candidate (D-FL25),Democrat
"Bost, Mike",10,10,0,Candidate (R-IL12),Republican
"Burgum, Doug",6,6,0,Candidate (R-PRES),Republican
Truth to Power,5,5,0,LeadPAC,Democrat
"Johnson, Hank",5,5,0,Candidate (D-GA04),Democrat
"Hovde, Eric",5,5,0,Candidate (R-WIS1),Republican
"Hunt, Wesley",5,5,0,Candidate (R-TX38),Republican
Her Time PAC,5,5,0,LeadPAC,Democrat
"Jacobs, Sara",5,5,0,Candidate (D-CA51),Democrat
"Rose, John",5,5,0,Candidate (R-TN06),Republican
Field Team Six,5,5,0,Outside Group,Liberal
Retired Dems 2024,5,5,0,Outside Group,Liberal
"Landsman, Greg",4,4,0,Candidate (D-OH01),Democrat
"Sorensen, Eric",4,4,0,Candidate (D-IL17),Democrat
"Ryan, Pat",4,4,0,Candidate (D-NY18),Democrat
"Williams, Brian",3,3,0,Candidate (D-TX32),Democrat
"Levin, Mike",2,2,0,Candidate (D-CA49),Democrat
"Craig, Angie",2,2,0,Candidate (D-MN02),Democrat
