Recipient,Total,From Individuals,From Organization,Recipient Type,View
"Tranel, Monica",750,750,0,Candidate (D-MT01),Democrat
"Deford, Mac",700,700,0,Candidate (D-SC01),Democrat
"Bynum, Janelle",680,680,0,Candidate (D-OR05),Democrat
"Agwan, Pervez",625,625,0,Candidate (D-TX07),Democrat
"Gaetz, Matt",621,621,0,Candidate (R-FL01),Republican
"Scanlon, Mary Gay",600,600,0,Candidate (D-PA05),Democrat
"Markey, Ed",600,600,0,Candidate (D-MAS2),Democrat
"Blumenthal, Richard",600,600,0,Candidate (D-CTS2),Democrat
Fair Fight PAC,596,596,0,Carey,Liberal
"Pressley, Ayanna",594,594,0,Candidate (D-MA07),Democrat
Rhode Island Repub State Central Cmte,593,593,0,Political Party,Republican
March On PAC,590,590,0,Carey,Liberal
Our Great Task,590,590,0,Outside Group,Conservative
"Osborn, Dan",580,580,0,Candidate (I-NES1),Independent
"Cartwright, Matt",580,580,0,Candidate (D-PA08),Democrat
America Votes Action Fund,550,550,0,Outside Group,Liberal
Giffords PAC,550,550,0,Carey,Liberal
"Abid, Zerqa",550,550,0,Candidate (D-OH15),Democrat
"Kaplan, Anna",545,545,0,Candidate (D-NY03),Democrat
Indiana Democratic Congressional Victory Cmte,525,525,0,Political Party,Democrat
"Serrano Glassner, Christine",521,521,0,Candidate (R-NJS1),Republican
"Ramirez, Delia",519,519,0,Candidate (D-IL03),Democrat
Missouri Democratic State Cmte,510,510,0,Political Party,Democrat
Michael Rulli for Ohio State Senate,500,0,500,Carey,Republican
"O'donnell, Sherrell",500,500,0,Candidate (R-MIS2),Republican
Justice Democrats,500,500,0,Carey,Liberal
"Pappas, Chris",500,500,0,Candidate (D-NH01),Democrat
"Ludwig, Thomas",500,500,0,Candidate (R-NY03),Republican
Human Rights Campaign Equality Votes,500,500,0,Outside Group,Liberal
Securing Progress Across Our Nation PAC,500,500,0,LeadPAC,Democrat
"Pugh, Pamela",490,490,0,Candidate (D-MI08),Democrat
PAC to the Future,478,478,0,LeadPAC,Democrat
"Balekian, Alex",456,456,0,Candidate (R-CA30),Republican
"Altman, Sue",450,450,0,Candidate (D-NJ07),Democrat
Democratic Party of Arizona,450,450,0,Political Party,Democrat
"West, Cornel",450,450,0,Candidate (I-PRES),Independent
"Scott, Tim",444,444,0,Candidate (R-SCS1),Republican
"France, Mike",442,442,0,Candidate (R-CT02),Republican
"Bush, Cori",433,433,0,Candidate (D-MO01),Democrat
"Klobuchar, Amy",432,432,0,Candidate (D-MNS2),Democrat
Campaign for Democracy PAC,426,426,0,Carey,Democrat
"Cao, Hung",416,416,0,Candidate (R-VAS1),Republican
"Crockett, Jasmine",410,410,0,Candidate (D-TX30),Democrat
"Peltola, Mary",404,404,0,Candidate (D-AK01),Democrat
"Sinema, Kyrsten",400,400,0,Candidate (I-AZS2),Independent
"Hassan, Maggie",400,400,0,Candidate (D-NHS1),Democrat
Midwest Values PAC,400,400,0,LeadPAC,Democrat
Fight Like Hell PAC,391,391,0,Carey,Democrat
"Ossoff, Jon",387,387,0,Candidate (D-GAS1),Democrat
"Christie, Chris",378,378,0,Candidate (R-PRES),Republican
Democratic Party of Texas,375,375,0,Political Party,Democrat
"Lujan, Ben Ray",370,370,0,Candidate (D-NMS2),Democrat
"Harper, Hill",355,355,0,Candidate (D-MIS2),Democrat
Democratic Party of North Carolina,351,351,0,Political Party,Democrat
"Adams, Alma",350,350,0,Candidate (D-NC12),Democrat
Democratic Party of Montana,325,325,0,Political Party,Democrat
"Christiansen, Katrina",325,325,0,Candidate (D-NDS2),Democrat
1776 Project,320,320,0,Carey,Conservative
Defend Freedom Inc,310,310,0,LeadPAC,Democrat
Republican Federal Cmte of Pennsylvania,306,306,0,Political Party,Republican
Democratic Party of California,303,303,0,Political Party,Democrat
"Rubio, Susan",300,300,0,Candidate (D-CA31),Democrat
"Bhalla, Ravi",300,300,0,Candidate (D-NJ08),Democrat
"Neill, Reilly",300,300,0,Candidate (I-MT02),Independent
Democratic Party of Nebraska,300,300,0,Political Party,Democrat
"Ryan, Pat",300,300,0,Candidate (D-NY18),Democrat
"Garvey, Steve",295,295,0,Candidate (R-CAS2),Republican
Save America,292,292,0,LeadPAC,Republican
"Rogers, Mike",290,290,0,Candidate (R-MIS2),Republican
"Vogel, Joseph",275,275,0,Candidate (D-MD06),Democrat
"Franz, Hilary",275,275,0,Candidate (D-WA06),Democrat
"Lyerly, Kristin",273,273,0,Candidate (D-WI08),Democrat
"Jayapal, Pramila",265,265,0,Candidate (D-WA07),Democrat
"Bookwalter, T Charles",260,260,0,Candidate (R-IN04),Republican
"Schultz, Jen",260,260,0,Candidate (D-MN08),Democrat
"Stelson, Janelle",260,260,0,Candidate (D-PA10),Democrat
"McCorkle, Ike",252,252,0,Candidate (D-CO04),Democrat
End Citizens United,250,250,0,PAC,No View
Newsom for California Governor 2022,250,250,0,Carey,Democrat
"Shah, Amish",250,250,0,Candidate (D-AZ01),Democrat
"Ratevosian, Jirair",250,250,0,Candidate (D-CA30),Democrat
"Lopez, Lesley",250,250,0,Candidate (D-MD06),Democrat
Field Team Six,250,250,0,Outside Group,Liberal
"Domenici, Nella Louise",250,250,0,Candidate (R-NMS1),Republican
"Young, Geoffrey",250,250,0,Candidate (D-KY03),Democrat
Republican Party of Nebraska,250,250,0,Political Party,Republican
"Budzinski, Nikki",250,250,0,Candidate (D-IL13),Democrat
"Casar, Greg",250,250,0,Candidate (D-TX35),Democrat
"Hartmann, Ray",250,250,0,Candidate (D-MO02),Democrat
"Ghanim, Ahmed",250,250,0,Candidate (D-MI11),Democrat
"Stansbury, Melanie",250,250,0,Candidate (D-NM01),Democrat
Keep Texas Texas PAC,250,250,0,LeadPAC,Republican
"Kinniebrew, Royce Mr",250,250,0,Candidate (D-MI12),Democrat
Retired Americans PAC,250,250,0,Outside Group,Liberal
"Massie, Thomas",250,250,0,Candidate (R-KY04),Republican
"Crow, Jason",240,240,0,Candidate (D-CO06),Democrat
"Samuels, Don",225,225,0,Candidate (D-MN05),Democrat
Minnesota Democratic Farmer Labor Party,225,225,0,Political Party,Democrat
"Van Drew, Jeff",200,200,0,Candidate (R-NJ02),Republican
"Morales, Eduardo",200,200,0,Candidate (D-OR03),Democrat
"Goldman, Dan",200,200,0,Candidate (D-NY10),Democrat
American Bridge 21st Century,200,200,0,Carey,Liberal
Georgia Federal Elections Cmte,200,200,0,Political Party,Democrat
Activate America,200,200,0,Outside Group,Liberal
"Heinrich, Martin",200,200,0,Candidate (D-NMS1),Democrat
"KUMAR, ANIL",200,200,0,Candidate (D-MI10),Democrat
Hellfire PAC,199,199,0,LeadPAC,Republican
"Kennedy, John",197,197,0,Candidate (R-LAS2),Republican
"Hutchinson, W. Asa",182,182,0,Candidate (R-PRES),Republican
"Uygur, Cenk",175,175,0,Candidate (D-PRES),Democrat
Democrats 2024,171,171,0,Outside Group,Liberal
Republican Party of Kansas,170,170,0,Political Party,Republican
November Coalition,170,170,0,Outside Group,Liberal
"Burgum, Doug",160,160,0,Candidate (R-PRES),Republican
"Scott, Rick",155,155,0,Candidate (R-FLS1),Republican
"Pence, Mike",150,150,0,Candidate (R-PRES),Republican
"Peck, Timothy",150,150,0,Candidate (D-IN09),Democrat
Democratic Turnout Project PAC,143,143,0,LeadPAC,Democrat
RSLC Victory Fund,142,142,0,Political Party,Republican
"Elder, Larry",140,140,0,Candidate (R-PRES),Republican
"Underwood, Lauren A",135,135,0,Candidate (D-IL14),Democrat
Democratic Party of Tennessee,135,135,0,Political Party,Democrat
"Hickenlooper, John",132,132,0,Candidate (D-COS2),Democrat
Creative Majority PAC,130,130,0,Outside Group,Liberal
"Calvarese, Trisha",130,130,0,Candidate (D-CO04),Democrat
"Vargas, Tony",125,125,0,Candidate (D-NE02),Democrat
New Jersey Democratic State Cmte,125,125,0,Political Party,Democrat
"Whitehouse, Sheldon",125,125,0,Candidate (D-RIS1),Democrat
"Jawando, Will",125,125,0,Candidate (D-MDS1),Democrat
"Subramanyam, Suhas",125,125,0,Candidate (D-VA10),Democrat
"Moreno, Bernie",124,124,0,Candidate (R-OHS1),Republican
"Greene, Marjorie Taylor",120,120,0,Candidate (R-GA14),Republican
"Crane, Eli",116,116,0,Candidate (R-AZ02),Republican
Moms Fed Up PAC,112,112,0,LeadPAC,Democrat
"Riley, Josh",111,111,0,Candidate (D-NY19),Democrat
"Klee Hood, Sarah",109,109,0,Candidate (D-NY22),Democrat
Democratic Party of New Hampshire,104,104,0,Political Party,Democrat
New York Republican Federal Campaign Cmte,104,104,0,Political Party,Republican
"Rashid, Qasim",102,102,0,Candidate (D-IL11),Democrat
"Shyne, Sepi",100,100,0,Candidate (D-CA30),Democrat
"Young, Diane",100,100,0,Candidate (D-MI10),Democrat
"Balint, Becca",100,100,0,Candidate (D-VT01),Democrat
"Garcia, Eddie",100,100,0,Candidate (R-VAS1),Republican
"Elfreth, Sarah",100,100,0,Candidate (D-MD03),Democrat
"Malamed, Zak",100,100,0,Candidate (D-NY03),Democrat
"Flowers, Marcus",100,100,0,Candidate (D-GA13),Democrat
"Sherman Sr., Carl",100,100,0,Candidate (D-TXS2),Democrat
"Hutchison, Evan",100,100,0,Candidate (D-NY10),Democrat
Seneca Project,100,100,0,Outside Group,Liberal
"Duckworth, Tammy",95,95,0,Candidate (D-ILS2),Democrat
"Larose, Frank",92,92,0,Candidate (R-OHS1),Republican
"Kilmer, Derek",90,90,0,Candidate (D-WA06),Democrat
"Lee, Summer",89,89,0,Candidate (D-PA12),Democrat
"Valimont, Gay",89,89,0,Candidate (D-FL01),Democrat
"Schumer, Charles E",87,87,0,Candidate (D-NYS2),Democrat
"Cooke, Rebecca",87,87,0,Candidate (D-WI03),Democrat
"Cantwell, Maria",85,85,0,Candidate (D-WAS1),Democrat
Save American Education Fund,85,85,0,Outside Group,Liberal
"Wilson, Tamie",85,85,0,Candidate (D-OH04),Democrat
"Jackson, Jeff",75,75,0,Candidate (D-NC14),Democrat
"Bell, Wesley",75,75,0,Candidate (D-MO01),Democrat
"Bank, Bernadine",75,75,0,Candidate (D-WA05),Democrat
"Perelman, Jennifer",70,70,0,Candidate (D-FL25),Democrat
Blue Senate PAC,70,70,0,LeadPAC,Democrat
Serve America PAC,65,65,0,LeadPAC,Democrat
"Pinkins, Ty",65,65,0,Candidate (D-MSS2),Democrat
"Aguilar, Ylenia",60,60,0,Candidate (D-AZ03),Democrat
"Morgan, Patricia",58,58,0,Candidate (R-RIS1),Republican
"Bohannan, Christina",55,55,0,Candidate (D-IA01),Democrat
"Hammer, Trygve",55,55,0,Candidate (D-ND01),Democrat
"Nez, Jonathan",55,55,0,Candidate (D-AZ02),Democrat
Indiana Republican State Cmte,54,54,0,Political Party,Republican
Groundwork Project PAC,54,54,0,Carey,Democrat
"Spicer, Lavern",53,53,0,Candidate (I-FL24),Independent
"Shrewsbury, Zachary",52,52,0,Candidate (D-WVS1),Democrat
"Deaton, John",52,52,0,Candidate (R-MAS1),Republican
"Elliott, Glenn Frederick Jr.",51,51,0,Candidate (D-WVS1),Democrat
"Fernandez, Teresa Leger",50,50,0,Candidate (D-NM03),Democrat
"Hsu, John",50,50,0,Candidate (D-NJ06),Democrat
"Pilip, Mazi Melesa",50,50,0,Candidate (R-NY03),Republican
"Moulton, Seth",50,50,0,Candidate (D-MA06),Democrat
"Lineberger, Ernest Robinson Iii",50,50,0,Candidate (D-TX26),Democrat
BlueWaveAmerica,50,50,0,Outside Group,Liberal
"Moore, Justin",50,50,0,Candidate (D-TX32),Democrat
"Patel, Bhavini",50,50,0,Candidate (D-PA12),Democrat
"Martin, Isaiah",50,50,0,Candidate (D-TX18),Democrat
"Morse, Jessica",50,50,0,Candidate (D-CA03),Democrat
"McDonough, Melissa",50,50,0,Candidate (D-TX38),Democrat
"Randall, Emily",50,50,0,Candidate (D-WA06),Democrat
"Walker, Christopher",50,50,0,Candidate (R-WV02),Republican
"Benjamin, Leon",45,45,0,Candidate (R-VA04),Republican
"Boebert, Lauren",44,44,0,Candidate (R-CO03),Republican
Retired Dems 2024,40,40,0,Outside Group,Liberal
"Gray, Adam",38,38,0,Candidate (D-CA13),Democrat
"Martinez, Tekesha",37,37,0,Candidate (D-MD06),Democrat
"McConkey, Josh",37,37,0,Candidate (R-NC13),Republican
"Lamb, Mark",36,36,0,Candidate (R-AZS2),Republican
"Kerr, Joseph",36,36,0,Candidate (D-CA40),Democrat
DASS PAC,35,35,0,Political Party,Democrat
"Jacobs, Sara",35,35,0,Candidate (D-CA51),Democrat
"Ehr, Phil",35,35,0,Candidate (D-FL28),Democrat
"Christian, Jerrad",35,35,0,Candidate (D-OH12),Democrat
"Letlow, Julia",35,35,0,Candidate (R-LA05),Republican
"Kim, David",35,35,0,Candidate (D-CA34),Democrat
New Jersey Republican State Cmte,30,30,0,Political Party,Republican
"Engel, Kirsten",30,30,0,Candidate (D-AZ06),Democrat
"Caraveo, Yadira",30,30,0,Candidate (D-CO08),Democrat
Green Party of the US,30,30,0,Political Party,Other Party
"Womer, Zach",27,27,0,Candidate (D-PA15),Democrat
"Siddiqi, Imraan",27,27,0,Candidate (D-WA08),Democrat
"Flores, Mayra",25,25,0,Candidate (R-TX34),Republican
"Barr, Callie",25,25,0,Candidate (D-MI01),Democrat
"Wilson, Eric",25,25,0,Candidate (D-WI03),Democrat
"Teirab, Joe",25,25,0,Candidate (R-MN02),Republican
"Cohn, Joseph",25,25,0,Candidate (D-NJ03),Democrat
"Esposito, Alison",25,25,0,Candidate (R-NY18),Republican
Black Men Vote,25,25,0,Outside Group,Liberal
Minocqua Brewing Co,25,25,0,Outside Group,Liberal
Champion American Values,25,25,0,Carey,Republican
"Hovde, Eric",25,25,0,Candidate (R-WIS1),Republican
"Masters, Blake",25,25,0,Candidate (R-AZ08),Republican
Operation Saving Democracy,25,25,0,Outside Group,Liberal
"Marshall, Erin",25,25,0,Candidate (D-KY01),Democrat
Democratic Party of Arkansas,25,25,0,Political Party,Democrat
Her Time PAC,25,25,0,LeadPAC,Democrat
Brittany Claybrooks for New Jersey,25,25,0,,No View
"Kaptur, Marcy",25,25,0,Candidate (D-OH09),Democrat
"Cramer, Kevin",25,25,0,Candidate (R-NDS2),Republican
"Dixon, Peter",25,25,0,Candidate (D-CA16),Democrat
"Collins, Paula",25,25,0,Candidate (D-NY21),Democrat
"Marlinga, Carl",25,25,0,Candidate (D-MI10),Democrat
Ron Response PAC,25,25,0,Outside Group,Liberal
"Jordan, Jim",25,25,0,Candidate (R-OH04),Republican
"Deluzio, Christopher",25,25,0,Candidate (D-PA17),Democrat
"Danimus, Ann Marie",25,25,0,Candidate (D-WA05),Democrat
"Burrows, John",25,25,0,Candidate (D-CA20),Democrat
"Hamm, Larry",25,25,0,Candidate (D-NJS1),Democrat
"Cotton, Tom",22,22,0,Candidate (R-ARS1),Republican
Medicare for All PAC,20,20,0,LeadPAC,Democrat
Courage to Change,20,20,0,LeadPAC,Democrat
"Parrott, Neil",20,20,0,Candidate (R-MD06),Republican
"Foushee, Valerie",20,20,0,Candidate (D-NC04),Democrat
"Coleman, Merika",19,19,0,Candidate (D-AL02),Democrat
"Collier, Matt",18,18,0,Candidate (D-MI08),Democrat
Elect Dems Now PAC,17,17,0,LeadPAC,Democrat
"Mcdonald Rivet, Kristen",15,15,0,Candidate (D-MI08),Democrat
"Harris, Shawn",15,15,0,Candidate (D-GA14),Democrat
Democrats Vote PAC,15,15,0,LeadPAC,Democrat
"Salas, Rudy",14,14,0,Candidate (D-CA22),Democrat
"Tran, Derek",14,14,0,Candidate (D-CA45),Democrat
"Hurd, Will",11,11,0,Candidate (R-PRES),Republican
"Lee, Mike",10,10,0,Candidate (R-UTS2),Republican
"Fox, Whitney",10,10,0,Candidate (D-FL13),Democrat
House Freedom Action,10,10,0,Outside Group,Conservative
"Phillips, Dean",10,10,0,Candidate (D-MN03),Democrat
"Strong, Corey",10,10,0,Candidate (D-TN09),Democrat
"Forte, Tina",10,10,0,Candidate (R-NY14),Republican
"Klacik, Kimberly",10,10,0,Candidate (R-MD02),Republican
"Booker, Charles",10,10,0,Candidate (D-KYS2),Democrat
"Krishnamoorthi, Raja",5,5,0,Candidate (D-IL08),Democrat
Democratic Party of Ohio,5,5,0,Political Party,Democrat
Voters Deserve Better,5,5,0,Outside Group,Conservative
"Min, Dave",5,5,0,Candidate (D-CA47),Democrat
Freedom Democrats,5,5,0,LeadPAC,Democrat
"Lafazan, Josh",5,5,0,Candidate (D-NY03),Democrat
The Long Run PAC,5,5,0,LeadPAC,Democrat
"Raskin, Jamie",5,5,0,Candidate (D-MD08),Democrat
Unleash America PAC,5,5,0,Outside Group,Conservative
"Suarez, Francis X.",5,5,0,Candidate (R-PRES),Republican
"Gutierrez, Roland",5,5,0,Candidate (D-TXS2),Democrat
"Cotter Smasal, Missy",3,3,0,Candidate (D-VA02),Democrat
"Johnson, Perry",1,1,0,Candidate (R-PRES),Republican
"Lorinser, Bob",1,1,0,Candidate (D-MI01),Democrat
"Nunes, Devin",-12,-12,0,Candidate (R-CA22),Republican
