Recipient,Total,From Individuals,From Organization,Recipient Type,View
"Uygur, Cenk",7,7,0,Candidate (D-PRES),Democrat
Democratic Party of North Carolina,5,5,0,Political Party,Democrat
"Girl, Maebe A.",5,5,0,Candidate (D-CA30),Democrat
"Hunt, Cheyenne",5,5,0,Candidate (D-CA45),Democrat
"Murphy, Christopher S",5,5,0,Candidate (D-CTS1),Democrat
"Jones, Mondaire",5,5,0,Candidate (D-NY17),Democrat
"Wild, Susan",5,5,0,Candidate (D-PA07),Democrat
"Sites, Jeffrey",5,5,0,Candidate (D-OH04),Democrat
"Samuels, Don",5,5,0,Candidate (D-MN05),Democrat
"Gillibrand, Kirsten",5,5,0,Candidate (D-NYS1),Democrat
"Jackson, Jeff",5,5,0,Candidate (D-NC14),Democrat
"Mannion, John",5,5,0,Candidate (D-NY22),Democrat
"Cramer, Kevin",3,3,0,Candidate (R-NDS2),Republican
"Graham, Lindsey",3,3,0,Candidate (R-SCS2),Republican
"Scott, Rick",3,3,0,Candidate (R-FLS1),Republican
"Fischer, Deb",3,3,0,Candidate (R-NES1),Republican
"Wicker, Roger",3,3,0,Candidate (R-MSS2),Republican
"Ricketts, Pete",3,3,0,Candidate (R-NES2),Republican
"Grassley, Chuck",2,2,0,Candidate (R-IAS1),Republican
"Suarez, Francis X.",2,2,0,Candidate (R-PRES),Republican
"Moreno, Bernie",2,2,0,Candidate (R-OHS1),Republican
"Sheehy, Tim",2,2,0,Candidate (R-MTS1),Republican
"Bacon, Donald John",1,1,0,Candidate (R-NE02),Republican
"Chavez-Deremer, Lori",1,1,0,Candidate (R-OR05),Republican
"Kiggans, Jen",1,1,0,Candidate (R-VA02),Republican
"Sorensen, Eric",1,1,0,Candidate (D-IL17),Democrat
"Garcia, Mike",1,1,0,Candidate (R-CA27),Republican
"Molinaro, Marc",1,1,0,Candidate (R-NY19),Republican
"Bresnahan, Rob",1,1,0,Candidate (R-PA08),Republican
"Landsman, Greg",1,1,0,Candidate (D-OH01),Democrat
"Williams, Brandon",1,1,0,Candidate (R-NY22),Republican
"D'Esposito, Anthony",1,1,0,Candidate (R-NY04),Republican
"Dahlstrom, Nancy",1,1,0,Candidate (R-AK01),Republican
"Fitzpatrick, Brian",1,1,0,Candidate (R-PA01),Republican
"Anderson, Derrick",1,1,0,Candidate (R-VA07),Republican
"Lawler, Mike",1,1,0,Candidate (R-NY17),Republican
"Esposito, Alison",1,1,0,Candidate (R-NY18),Republican
"De La Cruz, Monica",1,1,0,Candidate (R-TX15),Republican
"Ryan, Pat",1,1,0,Candidate (D-NY18),Democrat
"Braun, Mike",-2900,-2900,0,Candidate (R-INS1),Republican
"DeSantis, Ron",-3300,-3300,0,Candidate (R-PRES),Republican
"Sinema, Kyrsten",-5000,0,-5000,Candidate (I-AZS2),Independent
